,lat,long,gridX,gridY,grid
"749 CAPITAL CRT, Port Coquitlam, BC, Canada",49.2278447,-122.7898883,0,0,"[0,0]"
"1155 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.23375559999999,-122.7856171,1,1,"[1,1]"
"1450 CLAUDIA PL, Port Coquitlam, BC, Canada",49.2416104,-122.7797267,2,2,"[2,2]"
"1030 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2323831,-122.7732413,3,0,"[3,0]"
"1186 FLETCHER WAY, Port Coquitlam, BC, Canada",49.236158,-122.789073,0,1,"[0,1]"
"1227 DEWAR WAY, Port Coquitlam, BC, Canada",49.2361057,-122.7872764,0,1,"[0,1]"
"1187 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.2353093,-122.7744815,3,1,"[3,1]"
"1817 HARBOUR ST, Port Coquitlam, BC, Canada",49.2372015,-122.7665905,4,1,"[4,1]"
"763 CITADEL DR, Port Coquitlam, BC, Canada",49.2286084,-122.790515,0,0,"[0,0]"
"819 MUSKET TERR, Port Coquitlam, BC, Canada",49.2313127,-122.7889763,0,0,"[0,0]"
"1482 COLUMBIA AVE, Port Coquitlam, BC, Canada",49.2422802,-122.7755371,2,2,"[2,2]"
"1266 FLETCHER WAY, Port Coquitlam, BC, Canada",49.2372874,-122.7890588,0,1,"[0,1]"
"1227 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.23715259999999,-122.7848239,1,1,"[1,1]"
"1124 YARMOUTH ST, Port Coquitlam, BC, Canada",49.234101,-122.772858,3,1,"[3,1]"
"1152 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.2343864,-122.773903,3,1,"[3,1]"
"1476 ELINOR CRES, Port Coquitlam, BC, Canada",49.24103299999999,-122.7866848,1,2,"[1,2]"
"898 CITADEL DR, Port Coquitlam, BC, Canada",49.2320648,-122.7837655,1,0,"[1,0]"
"1039 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.2323669,-122.7745437,3,0,"[3,0]"
"1270 BENNECK WAY, Port Coquitlam, BC, Canada",49.2371738,-122.7865648,1,1,"[1,1]"
"1253 BENNECK WAY, Port Coquitlam, BC, Canada",49.2368056,-122.7877206,0,1,"[0,1]"
"1281 YARMOUTH ST, Port Coquitlam, BC, Canada",49.236966,-122.773571,3,1,"[3,1]"
"1464 EASTERN DR, Port Coquitlam, BC, Canada",49.2413699,-122.7777005,2,2,"[2,2]"
"1453 STEWART PL, Port Coquitlam, BC, Canada",49.2415232,-122.7695684,3,2,"[3,2]"
"2658 FORTRESS DR, Port Coquitlam, BC, Canada",49.2296637,-122.7909552,0,0,"[0,0]"
"960 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.23165299999999,-122.7915221,0,0,"[0,0]"
"1940 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.2402147,-122.7702009,3,2,"[3,2]"
"2035 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.2405769,-122.772541,3,2,"[3,2]"
"2050 COLUMBIA AVE, Port Coquitlam, BC, Canada",49.24195690000001,-122.7729359,3,2,"[3,2]"
"2314 COLONIAL DR, Port Coquitlam, BC, Canada",49.233166,-122.7800997,2,0,"[2,0]"
"851 BAILEY CRT, Port Coquitlam, BC, Canada",49.2347,-122.7844665,1,1,"[1,1]"
"1257 KNIGHTS CRT, Port Coquitlam, BC, Canada",49.2369529,-122.7795414,2,1,"[2,1]"
"2118 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.2372586,-122.7721144,3,1,"[3,1]"
"2034 SASKATCHEWAN AVE, Port Coquitlam, BC, Canada",49.2353892,-122.7725614,3,1,"[3,1]"
"2666 FORTRESS DR, Port Coquitlam, BC, Canada",49.22950100000001,-122.7903542,0,0,"[0,0]"
"1470 JUNE CRES, Port Coquitlam, BC, Canada",49.2414876,-122.7859529,1,2,"[1,2]"
"2505 PALISADE CRES, Port Coquitlam, BC, Canada",49.2312428,-122.7853035,1,0,"[1,0]"
"1181 COUTTS WAY, Port Coquitlam, BC, Canada",49.23574499999999,-122.788692,0,1,"[0,1]"
"1275 NUGGET ST, Port Coquitlam, BC, Canada",49.237699,-122.7693398,3,1,"[3,1]"
"1308 ELINOR CRES, Port Coquitlam, BC, Canada",49.2398007,-122.7874942,0,2,"[0,2]"
"2618 HOMESTEADER WAY, Port Coquitlam, BC, Canada",49.2327314,-122.7871643,0,0,"[0,0]"
"1084 CASTLE CRES, Port Coquitlam, BC, Canada",49.23193149999999,-122.7784143,2,0,"[2,0]"
"2179 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.2313833,-122.777028,2,0,"[2,0]"
"1940 YUKON AVE, Port Coquitlam, BC, Canada",49.237996,-122.7710499,3,1,"[3,1]"
"2615 PIONEER WAY, Port Coquitlam, BC, Canada",49.2346696,-122.7852502,1,1,"[1,1]"
"1936 EUREKA AVE, Port Coquitlam, BC, Canada",49.23631899999999,-122.770095,3,1,"[3,1]"
"1826 EUREKA AVE, Port Coquitlam, BC, Canada",49.2373606,-122.7673424,4,1,"[4,1]"
"1333 EASTERN DR, Port Coquitlam, BC, Canada",49.24014529999999,-122.7840489,1,2,"[1,2]"
"1328 EASTERN DR, Port Coquitlam, BC, Canada",49.240538,-122.7833719,1,2,"[1,2]"
"2679 FORTRESS DR, Port Coquitlam, BC, Canada",49.2290178,-122.7896468,0,0,"[0,0]"
"2667 FORTRESS DR, Port Coquitlam, BC, Canada",49.2291967,-122.7908921,0,0,"[0,0]"
"1110 FLETCHER WAY, Port Coquitlam, BC, Canada",49.233843,-122.790003,0,1,"[0,1]"
"1136 FLETCHER WAY, Port Coquitlam, BC, Canada",49.2345214,-122.7897013,0,1,"[0,1]"
"1812 JACANA AVE, Port Coquitlam, BC, Canada",49.2386719,-122.7672125,4,1,"[4,1]"
"1831 YUKON AVE, Port Coquitlam, BC, Canada",49.2383779,-122.7678335,4,1,"[4,1]"
"1836 YUKON AVE, Port Coquitlam, BC, Canada",49.237973,-122.7680617,4,1,"[4,1]"
"1266 BRADSHAW ST, Port Coquitlam, BC, Canada",49.237493,-122.7712349,3,1,"[3,1]"
"1157 YARMOUTH ST, Port Coquitlam, BC, Canada",49.234672,-122.773468,3,1,"[3,1]"
"1133 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2339932,-122.773469,3,1,"[3,1]"
"1368 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2381602,-122.7728988,3,1,"[3,1]"
"939 CITADEL DR, Port Coquitlam, BC, Canada",49.232708,-122.782455,1,0,"[1,0]"
"850 PALADIN TERR, Port Coquitlam, BC, Canada",49.23067200000001,-122.7848714,1,0,"[1,0]"
"825 PALADIN TERR, Port Coquitlam, BC, Canada",49.2302237,-122.7860007,1,0,"[1,0]"
"1039 CITADEL DR, Port Coquitlam, BC, Canada",49.233767,-122.7793249,2,1,"[2,1]"
"1161 COUTTS WAY, Port Coquitlam, BC, Canada",49.23508,-122.7887539,0,1,"[0,1]"
"2498 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.2345244,-122.778754,2,1,"[2,1]"
"1453 DELIA DR, Port Coquitlam, BC, Canada",49.241693,-122.7803016,2,2,"[2,2]"
"2529 PALISADE CRES, Port Coquitlam, BC, Canada",49.23063819999999,-122.7842824,1,0,"[1,0]"
"1446 JUNE CRES, Port Coquitlam, BC, Canada",49.2404978,-122.7860786,1,2,"[1,2]"
"1319 WESTERN PL, Port Coquitlam, BC, Canada",49.2393426,-122.7844831,1,1,"[1,1]"
"2131 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.2312378,-122.7783676,2,0,"[2,0]"
"1266 COUTTS PL, Port Coquitlam, BC, Canada",49.2373354,-122.7877615,0,1,"[0,1]"
"2650 PIONEER WAY, Port Coquitlam, BC, Canada",49.2347297,-122.78673,1,1,"[1,1]"
"2453 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.23546349999999,-122.7799768,2,1,"[2,1]"
"1827 HARBOUR ST, Port Coquitlam, BC, Canada",49.23697370000001,-122.7673058,4,1,"[4,1]"
"2696 FORTRESS CRT, Port Coquitlam, BC, Canada",49.2306666,-122.7896143,0,0,"[0,0]"
"1127 HOMESTEADER CRT, Port Coquitlam, BC, Canada",49.2332221,-122.7875699,0,0,"[0,0]"
"1116 CASTLE CRES, Port Coquitlam, BC, Canada",49.2324253,-122.777072,2,0,"[2,0]"
"1445 KNAPPEN ST, Port Coquitlam, BC, Canada",49.2411328,-122.7716295,3,2,"[3,2]"
"1190 COUTTS WAY, Port Coquitlam, BC, Canada",49.2360169,-122.788048,0,1,"[0,1]"
"2552 COLONIAL DR, Port Coquitlam, BC, Canada",49.2365729,-122.783446,1,1,"[1,1]"
"2249 GARRISON CRT, Port Coquitlam, BC, Canada",49.233966,-122.7771704,2,1,"[2,1]"
"1262 GATEWAY PL, Port Coquitlam, BC, Canada",49.236711,-122.775419,2,1,"[2,1]"
"1905 EUREKA AVE, Port Coquitlam, BC, Canada",49.2370154,-122.7695399,3,1,"[3,1]"
"1845 FRASER AVE, Port Coquitlam, BC, Canada",49.2693293,-122.7656182,4,7,"[4,7]"
"2964 COVENTRY CRES, Port Coquitlam, BC, Canada",49.26629699999999,-122.764652,4,6,"[4,6]"
"3191 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2704852,-122.7619365,5,7,"[5,7]"
"1969 LAURIER AVE, Port Coquitlam, BC, Canada",49.2754481,-122.7691757,3,8,"[3,8]"
"1809 DORSET AVE, Port Coquitlam, BC, Canada",49.27391,-122.7645061,4,7,"[4,7]"
"1766 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2722044,-122.7634568,4,7,"[4,7]"
"1759 LAURIER AVE, Port Coquitlam, BC, Canada",49.2750361,-122.7629513,4,8,"[4,8]"
"3440 FLINT ST, Port Coquitlam, BC, Canada",49.27448709999999,-122.7701066,3,8,"[3,8]"
"3652 KENNEDY ST, Port Coquitlam, BC, Canada",49.277192,-122.765489,4,8,"[4,8]"
"2230 KINGSWAY AVE, Port Coquitlam, BC, Canada",49.2633108,-122.7771727,2,6,"[2,6]"
"1758 LAURIER AVE, Port Coquitlam, BC, Canada",49.2745737,-122.7634753,4,8,"[4,8]"
"2815 COMMONWEALTH ST, Port Coquitlam, BC, Canada",49.2638584,-122.7657757,4,6,"[4,6]"
"1889 SUFFOLK AVE, Port Coquitlam, BC, Canada",49.26670619999999,-122.7669897,4,6,"[4,6]"
"3149 OXFORD ST, Port Coquitlam, BC, Canada",49.2698048,-122.7673811,4,7,"[4,7]"
"1680 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2722128,-122.7613804,5,7,"[5,7]"
"2388 PATRICIA AVE, Port Coquitlam, BC, Canada",49.276345,-122.7789189,2,8,"[2,8]"
"1783 LINCOLN AVE, Port Coquitlam, BC, Canada",49.2786589,-122.7642383,4,8,"[4,8]"
"2260 FRASER AVE, Port Coquitlam, BC, Canada",49.269003,-122.777033,2,7,"[2,7]"
"1759 JENSEN AVE, Port Coquitlam, BC, Canada",49.2758732,-122.7631057,4,8,"[4,8]"
"1963 GRANT AVE, Port Coquitlam, BC, Canada",49.2703899,-122.7690581,3,7,"[3,7]"
"2259 MANNING AVE, Port Coquitlam, BC, Canada",49.268614,-122.777026,2,7,"[2,7]"
"1710 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.2648348,-122.7615937,5,6,"[5,6]"
"1689 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2725198,-122.7613902,5,7,"[5,7]"
"2164 FRASER AVE, Port Coquitlam, BC, Canada",49.268988,-122.7740991,3,7,"[3,7]"
"1985 DORSET AVE, Port Coquitlam, BC, Canada",49.2741037,-122.7699192,3,8,"[3,8]"
"1959 MANNING AVE, Port Coquitlam, BC, Canada",49.2684733,-122.7689199,3,7,"[3,7]"
"3329 GLASGOW ST, Port Coquitlam, BC, Canada",49.273044,-122.7735266,3,7,"[3,7]"
"1834 MANNING AVE, Port Coquitlam, BC, Canada",49.2680802,-122.765456,4,6,"[4,6]"
"1968 GRANT AVE, Port Coquitlam, BC, Canada",49.2698978,-122.7691772,3,7,"[3,7]"
"1880 LINCOLN AVE, Port Coquitlam, BC, Canada",49.278153,-122.766385,4,8,"[4,8]"
"3035 YORK ST, Port Coquitlam, BC, Canada",49.267625,-122.7646339,4,6,"[4,6]"
"1845 SUFFOLK AVE, Port Coquitlam, BC, Canada",49.2666947,-122.7654945,4,6,"[4,6]"
"3536 GRAHAM ST, Port Coquitlam, BC, Canada",49.27545199999999,-122.7781969,2,8,"[2,8]"
"3600 HUGHES PL, Port Coquitlam, BC, Canada",49.276741,-122.778895,2,8,"[2,8]"
"3660 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2776935,-122.7614233,5,8,"[5,8]"
"3450 EDINBURGH ST, Port Coquitlam, BC, Canada",49.2746127,-122.7714162,3,8,"[3,8]"
"2260 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2709656,-122.7771325,2,7,"[2,7]"
"1710 SUFFOLK AVE, Port Coquitlam, BC, Canada",49.2663073,-122.7619919,5,6,"[5,6]"
"3484 LAFLEUR ST, Port Coquitlam, BC, Canada",49.274306,-122.7780533,2,8,"[2,8]"
"1781 SUFFOLK AVE, Port Coquitlam, BC, Canada",49.2667179,-122.7640641,4,6,"[4,6]"
"1972 MANNING AVE, Port Coquitlam, BC, Canada",49.2680871,-122.7693327,3,6,"[3,6]"
"3360 OSBORNE ST, Port Coquitlam, BC, Canada",49.27291,-122.778743,2,7,"[2,7]"
"1784 PATRICIA AVE, Port Coquitlam, BC, Canada",49.2763219,-122.7639237,4,8,"[4,8]"
"1776 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.2648452,-122.7637883,4,6,"[4,6]"
"1735 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2725742,-122.7622986,5,7,"[5,7]"
"2919 COVENTRY CRES, Port Coquitlam, BC, Canada",49.2653028,-122.7655526,4,6,"[4,6]"
"2143 FRASER AVE, Port Coquitlam, BC, Canada",49.2694907,-122.7727183,3,7,"[3,7]"
"2172 CHESTER PL, Port Coquitlam, BC, Canada",49.2731681,-122.7743896,3,7,"[3,7]"
"1944 SALISBURY AVE, Port Coquitlam, BC, Canada",49.272167,-122.76825,4,7,"[4,7]"
"3422 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2738041,-122.7614659,5,7,"[5,7]"
"3569 ST ANNE ST, Port Coquitlam, BC, Canada",49.27628989999999,-122.7691716,3,8,"[3,8]"
"1835 DORSET AVE, Port Coquitlam, BC, Canada",49.2738324,-122.7652025,4,7,"[4,7]"
"1745 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2714049,-122.7626662,5,7,"[5,7]"
"1721 IMPERIAL AVE, Port Coquitlam, BC, Canada",49.2638869,-122.762383,5,6,"[5,6]"
"3643 KENNEDY ST, Port Coquitlam, BC, Canada",49.277138,-122.7662327,4,8,"[4,8]"
"1727 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2714799,-122.762005,5,7,"[5,7]"
"1721 LAURIER AVE, Port Coquitlam, BC, Canada",49.275039,-122.761958,5,8,"[5,8]"
"2019 SUFFOLK AVE, Port Coquitlam, BC, Canada",49.2666966,-122.7706389,3,6,"[3,6]"
"1784 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2709641,-122.7640965,4,7,"[4,7]"
"3332 OXFORD ST, Port Coquitlam, BC, Canada",49.27273719999999,-122.7669155,4,7,"[4,7]"
"2191 LAURIER AVE, Port Coquitlam, BC, Canada",49.2749373,-122.7741216,3,8,"[3,8]"
"3367 WELLINGTON ST, Port Coquitlam, BC, Canada",49.273188,-122.7620921,5,7,"[5,7]"
"2137 LAURIER AVE, Port Coquitlam, BC, Canada",49.27553109999999,-122.7716995,3,8,"[3,8]"
"3515 FLINT ST, Port Coquitlam, BC, Canada",49.2757979,-122.770722,3,8,"[3,8]"
"3556 OXFORD ST, Port Coquitlam, BC, Canada",49.27586,-122.7669067,4,8,"[4,8]"
"3439 ST ANNE ST, Port Coquitlam, BC, Canada",49.27444690000001,-122.7691191,3,8,"[3,8]"
"3525 KENNEDY ST, Port Coquitlam, BC, Canada",49.2751495,-122.7662155,4,8,"[4,8]"
"1867 FRASER AVE, Port Coquitlam, BC, Canada",49.269425,-122.7661251,4,7,"[4,7]"
"1730 PATRICIA AVE, Port Coquitlam, BC, Canada",49.2763629,-122.7622628,5,8,"[5,8]"
"1789 GRANT AVE, Port Coquitlam, BC, Canada",49.2704116,-122.764143,4,7,"[4,7]"
"1843 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.27144209999999,-122.7655777,4,7,"[4,7]"
"1740 MANNING AVE, Port Coquitlam, BC, Canada",49.268091,-122.7626379,5,6,"[5,6]"
"3655 ST ANNE ST, Port Coquitlam, BC, Canada",49.2776807,-122.7692308,3,8,"[3,8]"
"1849 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.2676118,-122.7656755,4,6,"[4,6]"
"1969 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.2674734,-122.7692629,3,6,"[3,6]"
"3319 GLASGOW ST, Port Coquitlam, BC, Canada",49.2729463,-122.7735551,3,7,"[3,7]"
"3158 OXFORD ST, Port Coquitlam, BC, Canada",49.2702351,-122.7669116,4,7,"[4,7]"
"1956 FRASER AVE, Port Coquitlam, BC, Canada",49.268929,-122.768774,4,7,"[4,7]"
"3330 EDINBURGH ST, Port Coquitlam, BC, Canada",49.2727847,-122.7714992,3,7,"[3,7]"
"3652 OXFORD ST, Port Coquitlam, BC, Canada",49.2773148,-122.7669303,4,8,"[4,8]"
"3667 ST ANNE ST, Port Coquitlam, BC, Canada",49.2778414,-122.7691744,3,8,"[3,8]"
"1777 MANCHESTER CRT, Port Coquitlam, BC, Canada",49.2645159,-122.7646842,4,6,"[4,6]"
"1811 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2714125,-122.7644875,4,7,"[4,7]"
"1822 FRASER AVE, Port Coquitlam, BC, Canada",49.2689406,-122.7647368,4,7,"[4,7]"
"2930 OXFORD ST, Port Coquitlam, BC, Canada",49.26569139999999,-122.7668373,4,6,"[4,6]"
"1989 GRANT AVE, Port Coquitlam, BC, Canada",49.2702578,-122.769903,3,7,"[3,7]"
"3152 FREY PL, Port Coquitlam, BC, Canada",49.2701651,-122.7657268,4,7,"[4,7]"
"1792 JENSEN AVE, Port Coquitlam, BC, Canada",49.2754147,-122.764121,4,8,"[4,8]"
"2163 FRASER AVE, Port Coquitlam, BC, Canada",49.2694707,-122.7741728,3,7,"[3,7]"
"2154 FRASER AVE, Port Coquitlam, BC, Canada",49.268978,-122.773407,3,7,"[3,7]"
"3271 OXFORD ST, Port Coquitlam, BC, Canada",49.272078,-122.767598,4,7,"[4,7]"
"2169 DORSET AVE, Port Coquitlam, BC, Canada",49.2741279,-122.7741585,3,8,"[3,8]"
"3659 FLINT ST, Port Coquitlam, BC, Canada",49.2777023,-122.7706936,3,8,"[3,8]"
"3654 ST ANNE ST, Port Coquitlam, BC, Canada",49.277508,-122.768387,4,8,"[4,8]"
"2159 FRASER AVE, Port Coquitlam, BC, Canada",49.269471,-122.7739107,3,7,"[3,7]"
"1959 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.26580320000001,-122.7688525,4,6,"[4,6]"
"1936 MANNING AVE, Port Coquitlam, BC, Canada",49.26802,-122.768221,4,6,"[4,6]"
"2168 LAURIER AVE, Port Coquitlam, BC, Canada",49.2748595,-122.7726955,3,8,"[3,8]"
"1768 JENSEN AVE, Port Coquitlam, BC, Canada",49.2754334,-122.7632346,4,8,"[4,8]"
"1953 FRASER AVE, Port Coquitlam, BC, Canada",49.2694438,-122.7687538,4,7,"[4,7]"
"1839 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2726007,-122.7653133,4,7,"[4,7]"
"2155 LAURIER AVE, Port Coquitlam, BC, Canada",49.27549399999999,-122.7724969,3,8,"[3,8]"
"1735 MANNING AVE, Port Coquitlam, BC, Canada",49.2685658,-122.7623989,5,7,"[5,7]"
"1985 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.2676123,-122.7695716,3,6,"[3,6]"
"3260 OXFORD ST, Port Coquitlam, BC, Canada",49.27175399999999,-122.7668602,4,7,"[4,7]"
"1851 LINCOLN AVE, Port Coquitlam, BC, Canada",49.2785865,-122.7658583,4,8,"[4,8]"
"1968 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.2653772,-122.7690771,3,6,"[3,6]"
"2130 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.270954,-122.7717404,3,7,"[3,7]"
"1919 GRANT AVE, Port Coquitlam, BC, Canada",49.270363,-122.767519,4,7,"[4,7]"
"1739 IMPERIAL AVE, Port Coquitlam, BC, Canada",49.2638215,-122.7629009,5,6,"[5,6]"
"1946 GRANT AVE, Port Coquitlam, BC, Canada",49.26982599999999,-122.768344,4,7,"[4,7]"
"2191 CENTENNIAL AVE, Port Coquitlam, BC, Canada",49.276278,-122.7735293,3,8,"[3,8]"
"1874 LAURIER AVE, Port Coquitlam, BC, Canada",49.2744967,-122.7664567,4,8,"[4,8]"
"2251 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2714404,-122.7768935,2,7,"[2,7]"
"3436 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2739745,-122.7614138,5,7,"[5,7]"
"1772 MANCHESTER CRT, Port Coquitlam, BC, Canada",49.2641012,-122.764456,4,6,"[4,6]"
"2154 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2710067,-122.7735234,3,7,"[3,7]"
"1849 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2726873,-122.7657376,4,7,"[4,7]"
"1925 PATRICIA AVE, Port Coquitlam, BC, Canada",49.2770403,-122.7697731,3,8,"[3,8]"
"1724 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2709488,-122.7621505,5,7,"[5,7]"
"3624 HUGHES PL, Port Coquitlam, BC, Canada",49.277245,-122.778892,2,8,"[2,8]"
"1664 LINCOLN AVE, Port Coquitlam, BC, Canada",49.2782449,-122.7613616,5,8,"[5,8]"
"1781 MANNING AVE, Port Coquitlam, BC, Canada",49.2685041,-122.7639154,4,7,"[4,7]"
"1831 FRASER AVE, Port Coquitlam, BC, Canada",49.269423,-122.7650181,4,7,"[4,7]"
"3625 EDINBURGH ST, Port Coquitlam, BC, Canada",49.2771212,-122.7721333,3,8,"[3,8]"
"3667 KENNEDY ST, Port Coquitlam, BC, Canada",49.2776054,-122.7662956,4,8,"[4,8]"
"1832 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2709386,-122.7650279,4,7,"[4,7]"
"2170 FRASER AVE, Port Coquitlam, BC, Canada",49.2689608,-122.7745219,3,7,"[3,7]"
"3068 CAMBRIDGE ST, Port Coquitlam, BC, Canada",49.2686197,-122.770026,3,7,"[3,7]"
"1836 DORSET AVE, Port Coquitlam, BC, Canada",49.2733613,-122.7652904,4,7,"[4,7]"
"2133 DORSET AVE, Port Coquitlam, BC, Canada",49.274134,-122.7726081,3,8,"[3,8]"
"1942 LAURIER AVE, Port Coquitlam, BC, Canada",49.275118,-122.768514,4,8,"[4,8]"
"2134 LINCOLN AVE, Port Coquitlam, BC, Canada",49.278217,-122.771765,3,8,"[3,8]"
"2361 KITCHENER AVE, Port Coquitlam, BC, Canada",49.2749335,-122.7780601,2,8,"[2,8]"
"3706 WELLINGTON ST, Port Coquitlam, BC, Canada",49.27869339999999,-122.7614455,5,8,"[5,8]"
"1893 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.2676238,-122.7669665,4,6,"[4,6]"
"1988 MANNING AVE, Port Coquitlam, BC, Canada",49.26829799999999,-122.770211,3,6,"[3,6]"
"1758 DORSET AVE, Port Coquitlam, BC, Canada",49.2734135,-122.7631768,4,7,"[4,7]"
"3268 WELLINGTON ST, Port Coquitlam, BC, Canada",49.2718732,-122.7614635,5,7,"[5,7]"
"1884 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.267104,-122.766823,4,6,"[4,6]"
"2150 LINCOLN AVE, Port Coquitlam, BC, Canada",49.2782653,-122.772298,3,8,"[3,8]"
"2186 SALISBURY AVE, Port Coquitlam, BC, Canada",49.27220699999999,-122.774847,3,7,"[3,7]"
"1754 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2708889,-122.7629321,4,7,"[4,7]"
"1872 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.270865,-122.766418,4,7,"[4,7]"
"1840 SALISBURY AVE, Port Coquitlam, BC, Canada",49.27211579999999,-122.7653055,4,7,"[4,7]"
"2148 PATRICIA AVE, Port Coquitlam, BC, Canada",49.2765736,-122.7720438,3,8,"[3,8]"
"1824 LAURIER AVE, Port Coquitlam, BC, Canada",49.27446699999999,-122.764792,4,8,"[4,8]"
"1759 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.2675913,-122.7632338,4,6,"[4,6]"
"1960 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2709449,-122.7688456,4,7,"[4,7]"
"1934 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2708395,-122.7679339,4,7,"[4,7]"
"1872 SALISBURY AVE, Port Coquitlam, BC, Canada",49.2720722,-122.7664173,4,7,"[4,7]"
"2850 COMMONWEALTH ST, Port Coquitlam, BC, Canada",49.2646863,-122.7649838,4,6,"[4,6]"
"3545 OXFORD ST, Port Coquitlam, BC, Canada",49.2754839,-122.7676619,4,8,"[4,8]"
"3563 OXFORD ST, Port Coquitlam, BC, Canada",49.2760368,-122.7676044,4,8,"[4,8]"
"2846 MAXWELL PL, Port Coquitlam, BC, Canada",49.2646834,-122.7624872,5,6,"[5,6]"
"1840 COQUITLAM AVE, Port Coquitlam, BC, Canada",49.26715189999999,-122.7653105,4,6,"[4,6]"
"1935 FRASER AVE, Port Coquitlam, BC, Canada",49.2693433,-122.7680657,4,7,"[4,7]"
"2158 STIRLING AVE, Port Coquitlam, BC, Canada",49.2774934,-122.7727738,3,8,"[3,8]"
"3535 YORK ST, Port Coquitlam, BC, Canada",49.2754543,-122.7648136,4,8,"[4,8]"
"2276 KINGSWAY AVE, Port Coquitlam, BC, Canada",49.26381869999999,-122.7791322,2,6,"[2,6]"
"2833 COMMONWEALTH ST, Port Coquitlam, BC, Canada",49.2642806,-122.765702,4,6,"[4,6]"
"1950 PATRICIA AVE, Port Coquitlam, BC, Canada",49.2765622,-122.7705481,3,8,"[3,8]"
"1842 LAURIER AVE, Port Coquitlam, BC, Canada",49.27444999999999,-122.7654866,4,8,"[4,8]"
"1711 WESTMINSTER AVE, Port Coquitlam, BC, Canada",49.2653998,-122.761628,5,6,"[5,6]"
"1975 MANNING AVE, Port Coquitlam, BC, Canada",49.2685441,-122.7693239,3,7,"[3,7]"
"3359 GLASGOW ST, Port Coquitlam, BC, Canada",49.2732708,-122.7735102,3,7,"[3,7]"
"3491 OXFORD ST, Port Coquitlam, BC, Canada",49.274849,-122.7675145,4,8,"[4,8]"
"1960 MANNING AVE, Port Coquitlam, BC, Canada",49.2680529,-122.7689181,3,6,"[3,6]"
"1923 FRASER AVE, Port Coquitlam, BC, Canada",49.26937359999999,-122.7676572,4,7,"[4,7]"
"2236 PRAIRIE AVE, Port Coquitlam, BC, Canada",49.2710505,-122.7764244,2,7,"[2,7]"
"3654 EDINBURGH ST, Port Coquitlam, BC, Canada",49.2775409,-122.7715108,3,8,"[3,8]"
"2919 DOVER PL, Port Coquitlam, BC, Canada",49.2657242,-122.7615829,5,6,"[5,6]"
"3632 WELLINGTON ST, Port Coquitlam, BC, Canada",49.27717630000001,-122.7614504,5,8,"[5,8]"
"1841 MANNING AVE, Port Coquitlam, BC, Canada",49.2685326,-122.7657054,4,7,"[4,7]"
