,lat,long,gridX,gridY,grid
"2185 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.231783,-122.776783,2,0,"[2,0]"
"2391 BEGBIE TERR, Port Coquitlam, BC, Canada",49.234748,-122.780761,2,1,"[2,1]"
"1235 NUGGET ST, Port Coquitlam, BC, Canada",49.2371242,-122.7690588,3,1,"[3,1]"
"1277 EASTERN DR, Port Coquitlam, BC, Canada",49.238041,-122.7882689,0,1,"[0,1]"
"2668 FORTRESS CRT, Port Coquitlam, BC, Canada",49.230098,-122.789528,0,0,"[0,0]"
"1305 PITT RIVER RD, Port Coquitlam, BC, Canada",49.23834040000001,-122.7714982,3,1,"[3,1]"
"2674 KLASSEN CRT, Port Coquitlam, BC, Canada",49.238057,-122.78777,0,1,"[0,1]"
"1449 ELINOR CRES, Port Coquitlam, BC, Canada",49.2408232,-122.7874234,0,2,"[0,2]"
"1468 HELEN DR, Port Coquitlam, BC, Canada",49.2418714,-122.784921,1,2,"[1,2]"
"1151 HOMESTEADER CRT, Port Coquitlam, BC, Canada",49.23341509999999,-122.7872445,0,0,"[0,0]"
"1047 CITADEL DR, Port Coquitlam, BC, Canada",49.2338821,-122.7792413,2,1,"[2,1]"
"1071 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2334541,-122.7734088,3,0,"[3,0]"
"1189 FLETCHER WAY, Port Coquitlam, BC, Canada",49.236315,-122.789674,0,1,"[0,1]"
"832 BAILEY CRT, Port Coquitlam, BC, Canada",49.23417800000001,-122.78392,1,1,"[1,1]"
"1802 EUREKA AVE, Port Coquitlam, BC, Canada",49.2376486,-122.7665102,4,1,"[4,1]"
"2629 FORTRESS DR, Port Coquitlam, BC, Canada",49.2315285,-122.7910096,0,0,"[0,0]"
"839 CITADEL DR, Port Coquitlam, BC, Canada",49.231133,-122.7868009,1,0,"[1,0]"
"1393 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2386511,-122.7733042,3,1,"[3,1]"
"1149 CASTLE CRES, Port Coquitlam, BC, Canada",49.2339083,-122.776239,2,1,"[2,1]"
"1116 FLETCHER WAY, Port Coquitlam, BC, Canada",49.23399819999999,-122.7901382,0,1,"[0,1]"
"2547 COLONIAL DR, Port Coquitlam, BC, Canada",49.23700239999999,-122.7830708,1,1,"[1,1]"
"1246 BENNECK WAY, Port Coquitlam, BC, Canada",49.2363667,-122.7874995,0,1,"[0,1]"
"2445 BEGBIE TERR, Port Coquitlam, BC, Canada",49.2348375,-122.7811081,1,1,"[1,1]"
"2158 PARAPET TERR, Port Coquitlam, BC, Canada",49.2348761,-122.7750075,2,1,"[2,1]"
"1109 FLETCHER WAY, Port Coquitlam, BC, Canada",49.2337427,-122.7906621,0,1,"[0,1]"
"859 MUSKET TERR, Port Coquitlam, BC, Canada",49.2312101,-122.7879083,0,0,"[0,0]"
"2691 PIONEER WAY, Port Coquitlam, BC, Canada",49.2339808,-122.7882466,0,1,"[0,1]"
"2520 COLONIAL DR, Port Coquitlam, BC, Canada",49.236166,-122.782916,1,1,"[1,1]"
"1259 DEWAR WAY, Port Coquitlam, BC, Canada",49.2370035,-122.786265,1,1,"[1,1]"
"2339 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.23628,-122.778271,2,1,"[2,1]"
"1176 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.2350488,-122.7739089,3,1,"[3,1]"
"1928 JACANA AVE, Port Coquitlam, BC, Canada",49.2386759,-122.7710007,3,1,"[3,1]"
"1239 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.23747059999999,-122.7843815,1,1,"[1,1]"
"1220 DEWAR WAY, Port Coquitlam, BC, Canada",49.2357534,-122.7869714,0,1,"[0,1]"
"2454 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.235497,-122.780631,2,1,"[2,1]"
"2633 KLASSEN CRT, Port Coquitlam, BC, Canada",49.2384347,-122.7852478,1,1,"[1,1]"
"1449 MCDONALD PL, Port Coquitlam, BC, Canada",49.2413368,-122.7705714,3,2,"[3,2]"
"1481 WESTERN DR, Port Coquitlam, BC, Canada",49.242244,-122.783352,1,2,"[1,2]"
"2657 FORTRESS DR, Port Coquitlam, BC, Canada",49.2296899,-122.791846,0,0,"[0,0]"
"927 GOVERNOR CRT, Port Coquitlam, BC, Canada",49.2356188,-122.7828264,1,1,"[1,1]"
"2682 PIONEER WAY, Port Coquitlam, BC, Canada",49.2338356,-122.7875903,0,1,"[0,1]"
"2560 COLONIAL DR, Port Coquitlam, BC, Canada",49.2367181,-122.7841022,1,1,"[1,1]"
"1175 CASTLE CRES, Port Coquitlam, BC, Canada",49.2348812,-122.7761041,2,1,"[2,1]"
"1917 EUREKA AVE, Port Coquitlam, BC, Canada",49.2368927,-122.7699251,3,1,"[3,1]"
"1420 KNAPPEN ST, Port Coquitlam, BC, Canada",49.24094,-122.7722352,3,2,"[3,2]"
"2534 PALISADE CRES, Port Coquitlam, BC, Canada",49.2308072,-122.7833346,1,0,"[1,0]"
"1119 CASTLE CRES, Port Coquitlam, BC, Canada",49.2327734,-122.7773696,2,0,"[2,0]"
"2671 PIONEER WAY, Port Coquitlam, BC, Canada",49.23464449999999,-122.7875535,0,1,"[0,1]"
"1138 EARLS CRT, Port Coquitlam, BC, Canada",49.23567509999999,-122.7786173,2,1,"[2,1]"
"1895 YUKON AVE, Port Coquitlam, BC, Canada",49.2383576,-122.7694965,3,1,"[3,1]"
"1275 RICARD PL, Port Coquitlam, BC, Canada",49.2357497,-122.7748019,3,1,"[3,1]"
"1497 ELINOR CRES, Port Coquitlam, BC, Canada",49.241856,-122.786596,1,2,"[1,2]"
"1323 EASTERN DR, Port Coquitlam, BC, Canada",49.2400526,-122.7851742,1,2,"[1,2]"
"1457 WESTERN DR, Port Coquitlam, BC, Canada",49.241298,-122.78404,1,2,"[1,2]"
"1433 COLUMBIA AVE, Port Coquitlam, BC, Canada",49.24057089999999,-122.776037,2,2,"[2,2]"
"1931 JACANA AVE, Port Coquitlam, BC, Canada",49.2391467,-122.7709127,3,1,"[3,1]"
"752 CAPITAL CRT, Port Coquitlam, BC, Canada",49.227877,-122.791483,0,0,"[0,0]"
"2233 CASTLE CRES, Port Coquitlam, BC, Canada",49.2324047,-122.7785671,2,0,"[2,0]"
"2140 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.23131799999999,-122.778924,2,0,"[2,0]"
"1171 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.234339,-122.7852551,1,1,"[1,1]"
"952 GOVERNOR CRT, Port Coquitlam, BC, Canada",49.235099,-122.783533,1,1,"[1,1]"
"2343 BEGBIE TERR, Port Coquitlam, BC, Canada",49.234412,-122.779612,2,1,"[2,1]"
"1853 HARBOUR ST, Port Coquitlam, BC, Canada",49.2366095,-122.768311,4,1,"[4,1]"
"1241 NELSON PL, Port Coquitlam, BC, Canada",49.2376137,-122.7682167,4,1,"[4,1]"
"1442 MARY HILL LANE, Port Coquitlam, BC, Canada",49.2409014,-122.7880712,0,2,"[0,2]"
"1072 COUTTS WAY, Port Coquitlam, BC, Canada",49.23301000000001,-122.789846,0,0,"[0,0]"
"1040 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.2324569,-122.773937,3,0,"[3,0]"
"1060 YARMOUTH ST, Port Coquitlam, BC, Canada",49.232959,-122.7728234,3,0,"[3,0]"
"1444 HELEN DR, Port Coquitlam, BC, Canada",49.2407613,-122.7846175,1,2,"[1,2]"
"1472 COLUMBIA AVE, Port Coquitlam, BC, Canada",49.241907,-122.7755963,2,2,"[2,2]"
"1265 FLETCHER WAY, Port Coquitlam, BC, Canada",49.2371122,-122.7896776,0,1,"[0,1]"
"1132 DOUGLAS TERR, Port Coquitlam, BC, Canada",49.23529079999999,-122.7810755,1,1,"[1,1]"
"1163 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.234664,-122.7744851,3,1,"[3,1]"
"1371 ELINOR CRES, Port Coquitlam, BC, Canada",49.2395728,-122.7882098,0,2,"[0,2]"
"2654 KLASSEN CRT, Port Coquitlam, BC, Canada",49.2380102,-122.7867198,1,1,"[1,1]"
"955 MOODY CRT, Port Coquitlam, BC, Canada",49.2336843,-122.7826433,1,1,"[1,1]"
"1953 EUREKA AVE, Port Coquitlam, BC, Canada",49.2367338,-122.7711198,3,1,"[3,1]"
"2170 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.237651,-122.7739831,3,1,"[3,1]"
"1454 DENISE PL, Port Coquitlam, BC, Canada",49.2418533,-122.7823014,1,2,"[1,2]"
"886 CITADEL DR, Port Coquitlam, BC, Canada",49.23198379999999,-122.7845572,1,0,"[1,0]"
"1507 ELINOR CRES, Port Coquitlam, BC, Canada",49.242092,-122.7862,1,2,"[1,2]"
"1484 WESTERN DR, Port Coquitlam, BC, Canada",49.2421213,-122.7825726,1,2,"[1,2]"
"1973 HARBOUR ST, Port Coquitlam, BC, Canada",49.235522,-122.771208,3,1,"[3,1]"
"2033 POEL PL, Port Coquitlam, BC, Canada",49.2351663,-122.772427,3,1,"[3,1]"
"1311 EASTERN DR, Port Coquitlam, BC, Canada",49.2394756,-122.7861166,1,2,"[1,2]"
"1284 BRAND ST, Port Coquitlam, BC, Canada",49.2384524,-122.7669729,4,1,"[4,1]"
"2270 RAMPART PL, Port Coquitlam, BC, Canada",49.2330433,-122.7785383,2,0,"[2,0]"
"823 MCLENNAN CRT, Port Coquitlam, BC, Canada",49.2354773,-122.7839659,1,1,"[1,1]"
"1454 GLORIA DR, Port Coquitlam, BC, Canada",49.24195290000001,-122.7841849,1,2,"[1,2]"
"2473 COLONIAL DR, Port Coquitlam, BC, Canada",49.235569,-122.782227,1,1,"[1,1]"
"1241 GATEWAY PL, Port Coquitlam, BC, Canada",49.2363236,-122.7765808,2,1,"[2,1]"
"1290 RICARD PL, Port Coquitlam, BC, Canada",49.236219,-122.775368,2,1,"[2,1]"
"1428 MORRISON ST, Port Coquitlam, BC, Canada",49.2409119,-122.7681499,4,2,"[4,2]"
"1445 MORRISON ST, Port Coquitlam, BC, Canada",49.24119899999999,-122.7676549,4,2,"[4,2]"
"2589 PALISADE CRES, Port Coquitlam, BC, Canada",49.2297454,-122.7863899,1,0,"[1,0]"
"1449 DENISE PL, Port Coquitlam, BC, Canada",49.2414113,-122.7818817,1,2,"[1,2]"
"1864 JACANA AVE, Port Coquitlam, BC, Canada",49.2386791,-122.7688744,4,1,"[4,1]"
"1908 JACANA AVE, Port Coquitlam, BC, Canada",49.2387358,-122.7699275,3,1,"[3,1]"
"1096 COUTTS WAY, Port Coquitlam, BC, Canada",49.233515,-122.7894309,0,0,"[0,0]"
"976 MOODY CRT, Port Coquitlam, BC, Canada",49.233112,-122.783081,1,0,"[1,0]"
"850 MUSKET TERR, Port Coquitlam, BC, Canada",49.231062,-122.7874539,0,0,"[0,0]"
"2161 PARAPET TERR, Port Coquitlam, BC, Canada",49.2353945,-122.7756046,2,1,"[2,1]"
"2171 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.237538,-122.7746055,3,1,"[3,1]"
"1358 CITADEL DR, Port Coquitlam, BC, Canada",49.2388001,-122.7738096,3,1,"[3,1]"
"1069 COUTTS WAY, Port Coquitlam, BC, Canada",49.23330499999999,-122.79054,0,0,"[0,0]"
"2515 COLONIAL DR, Port Coquitlam, BC, Canada",49.2361369,-122.7823016,1,1,"[1,1]"
"1232 DEWAR WAY, Port Coquitlam, BC, Canada",49.2379577,-122.784938,1,1,"[1,1]"
"1263 KENSINGTON PL, Port Coquitlam, BC, Canada",49.2370662,-122.7805065,2,1,"[2,1]"
"2142 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.2372712,-122.7729092,3,1,"[3,1]"
"1245 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2360039,-122.7735686,3,1,"[3,1]"
"975 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.2323892,-122.7911573,0,0,"[0,0]"
"2153 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.2307491,-122.7790499,2,0,"[2,0]"
"2609 KLASSEN CRT, Port Coquitlam, BC, Canada",49.2384335,-122.7840002,1,1,"[1,1]"
"1850 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.240207,-122.768556,4,2,"[4,2]"
"1442 GLORIA DR, Port Coquitlam, BC, Canada",49.2423053,-122.784915,1,2,"[1,2]"
"1460 CLAUDIA PL, Port Coquitlam, BC, Canada",49.24195599999999,-122.7794759,2,2,"[2,2]"
"1197 COUTTS WAY, Port Coquitlam, BC, Canada",49.2362809,-122.7886726,0,1,"[0,1]"
"1261 COUTTS PL, Port Coquitlam, BC, Canada",49.2375192,-122.7882608,0,1,"[0,1]"
"937 CAPTAIN CRT, Port Coquitlam, BC, Canada",49.234794,-122.782953,1,1,"[1,1]"
"1312 WESTERN PL, Port Coquitlam, BC, Canada",49.239445,-122.785561,1,2,"[1,2]"
"1322 EASTERN DR, Port Coquitlam, BC, Canada",49.240414,-122.7852761,1,2,"[1,2]"
"2617 FORTRESS CRT, Port Coquitlam, BC, Canada",49.2302686,-122.7880836,0,0,"[0,0]"
"1120 CASTLE CRES, Port Coquitlam, BC, Canada",49.2324885,-122.776804,2,0,"[2,0]"
"1457 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2412344,-122.7733969,3,2,"[3,2]"
"1273 BENNECK WAY, Port Coquitlam, BC, Canada",49.2373853,-122.7871519,0,1,"[0,1]"
"1157 DOUGLAS TERR, Port Coquitlam, BC, Canada",49.23556500000001,-122.781744,1,1,"[1,1]"
"1250 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2362182,-122.7730177,3,1,"[3,1]"
"1876 EUREKA AVE, Port Coquitlam, BC, Canada",49.2368913,-122.7686778,4,1,"[4,1]"
"1464 WESTERN DR, Port Coquitlam, BC, Canada",49.2413111,-122.7833087,1,2,"[1,2]"
"2568 PALISADE CRES, Port Coquitlam, BC, Canada",49.229512,-122.784965,1,0,"[1,0]"
"1225 ROYAL CRT, Port Coquitlam, BC, Canada",49.235983,-122.783943,1,1,"[1,1]"
"1139 CITADEL DR, Port Coquitlam, BC, Canada",49.2353,-122.7781911,2,1,"[2,1]"
"1129 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2338956,-122.7734975,3,1,"[3,1]"
"1822 JACANA AVE, Port Coquitlam, BC, Canada",49.238675,-122.7675509,4,1,"[4,1]"
"2650 FORTRESS DR, Port Coquitlam, BC, Canada",49.23033969999999,-122.7910573,0,0,"[0,0]"
"826 PALADIN TERR, Port Coquitlam, BC, Canada",49.2303302,-122.7849713,1,0,"[1,0]"
"1169 COUTTS WAY, Port Coquitlam, BC, Canada",49.2353743,-122.7887379,0,1,"[0,1]"
"1228 GATEWAY PL, Port Coquitlam, BC, Canada",49.235679,-122.776064,2,1,"[2,1]"
"1242 RICARD PL, Port Coquitlam, BC, Canada",49.2359653,-122.7740899,3,1,"[3,1]"
"1319 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2375768,-122.7736185,3,1,"[3,1]"
"1280 CITADEL DR, Port Coquitlam, BC, Canada",49.2371227,-122.7755809,2,1,"[2,1]"
"753 CANNON GREEN, Port Coquitlam, BC, Canada",49.2298339,-122.7898539,0,0,"[0,0]"
"757 CAPITAL CRT, Port Coquitlam, BC, Canada",49.2278484,-122.7905374,0,0,"[0,0]"
"791 CITADEL DR, Port Coquitlam, BC, Canada",49.22959,-122.787915,0,0,"[0,0]"
"1159 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.2339197,-122.7855193,1,1,"[1,1]"
"2242 RAMPART PL, Port Coquitlam, BC, Canada",49.2325387,-122.7780372,2,0,"[2,0]"
"1223 DEWAR WAY, Port Coquitlam, BC, Canada",49.235998,-122.7873991,0,1,"[0,1]"
"2613 KLASSEN CRT, Port Coquitlam, BC, Canada",49.23846109999999,-122.7841918,1,1,"[1,1]"
"759 CITADEL DR, Port Coquitlam, BC, Canada",49.2286459,-122.7909532,0,0,"[0,0]"
"808 CITADEL DR, Port Coquitlam, BC, Canada",49.2298967,-122.7871045,0,0,"[0,0]"
"762 CANNON GREEN, Port Coquitlam, BC, Canada",49.2301458,-122.7904152,0,0,"[0,0]"
"1131 CASTLE CRES, Port Coquitlam, BC, Canada",49.23316089999999,-122.7770565,2,0,"[2,0]"
"1460 KNAPPEN ST, Port Coquitlam, BC, Canada",49.2415039,-122.7722891,3,2,"[3,2]"
"2631 PIONEER WAY, Port Coquitlam, BC, Canada",49.2348775,-122.785988,1,1,"[1,1]"
"1108 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2338792,-122.7728535,3,1,"[3,1]"
"1470 ELINOR CRES, Port Coquitlam, BC, Canada",49.2405721,-122.7870192,0,2,"[0,2]"
"2693 FORTRESS DR, Port Coquitlam, BC, Canada",49.2296126,-122.7884749,0,0,"[0,0]"
"943 MOODY CRT, Port Coquitlam, BC, Canada",49.2334897,-122.7823508,1,0,"[1,0]"
"1115 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.2322381,-122.7862104,1,0,"[1,0]"
"1843 JACANA AVE, Port Coquitlam, BC, Canada",49.2391439,-122.7684178,4,1,"[4,1]"
"1442 DENISE PL, Port Coquitlam, BC, Canada",49.2408866,-122.7828338,1,2,"[1,2]"
"1455 EASTERN DR, Port Coquitlam, BC, Canada",49.2408715,-122.7775967,2,2,"[2,2]"
"1438 DELIA DR, Port Coquitlam, BC, Canada",49.2405923,-122.7816718,1,2,"[1,2]"
"1441 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2407629,-122.7736257,3,2,"[3,2]"
"2182 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.2380188,-122.7740381,3,1,"[3,1]"
"1051 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.2326737,-122.7745539,3,0,"[3,0]"
"2343 NOTTINGHAM PL, Port Coquitlam, BC, Canada",49.23702609999999,-122.7775733,2,1,"[2,1]"
"2309 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.23623850000001,-122.7774042,2,1,"[2,1]"
"1893 PRINCE ST, Port Coquitlam, BC, Canada",49.235208,-122.769021,3,1,"[3,1]"
"2547 PALISADE CRES, Port Coquitlam, BC, Canada",49.2303101,-122.7844781,1,0,"[1,0]"
"2356 COLONIAL DR, Port Coquitlam, BC, Canada",49.23342270000001,-122.7808231,2,0,"[2,0]"
"1133 FLETCHER WAY, Port Coquitlam, BC, Canada",49.234555,-122.790321,0,1,"[0,1]"
"2106 CARMEN PL, Port Coquitlam, BC, Canada",49.2419309,-122.7778857,2,2,"[2,2]"
"1935 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.2405741,-122.7700457,3,2,"[3,2]"
"1162 FLETCHER WAY, Port Coquitlam, BC, Canada",49.2352667,-122.7892294,0,1,"[0,1]"
"2378 BEGBIE TERR, Port Coquitlam, BC, Canada",49.23422000000001,-122.780656,2,1,"[2,1]"
"1236 KENSINGTON PL, Port Coquitlam, BC, Canada",49.23643269999999,-122.7799929,2,1,"[2,1]"
"1157 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.234525,-122.77449,3,1,"[3,1]"
"1419 COLUMBIA AVE, Port Coquitlam, BC, Canada",49.240286,-122.776548,2,2,"[2,2]"
"961 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.2318783,-122.7922048,0,0,"[0,0]"
"922 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.2303897,-122.7922904,0,0,"[0,0]"
"2513 PALISADE CRES, Port Coquitlam, BC, Canada",49.23104499999999,-122.7848123,1,0,"[1,0]"
"1127 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.2337579,-122.7744861,3,1,"[3,1]"
"1318 ELINOR CRES, Port Coquitlam, BC, Canada",49.239787,-122.7868861,0,2,"[0,2]"
"1188 COUTTS WAY, Port Coquitlam, BC, Canada",49.235884,-122.788061,0,1,"[0,1]"
"1280 DEWAR WAY, Port Coquitlam, BC, Canada",49.2375532,-122.7849564,1,1,"[1,1]"
"2658 PIONEER WAY, Port Coquitlam, BC, Canada",49.2344817,-122.7869522,0,1,"[0,1]"
"1274 GATEWAY PL, Port Coquitlam, BC, Canada",49.2369984,-122.7754349,2,1,"[2,1]"
"2675 FORTRESS CRT, Port Coquitlam, BC, Canada",49.2306604,-122.7892168,0,0,"[0,0]"
"835 MUSKET TERR, Port Coquitlam, BC, Canada",49.23140420000001,-122.7885503,0,0,"[0,0]"
"2622 HOMESTEADER WAY, Port Coquitlam, BC, Canada",49.232782,-122.787358,0,0,"[0,0]"
"1131 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.2330469,-122.7861737,1,0,"[1,0]"
"2135 TOWER CRT, Port Coquitlam, BC, Canada",49.23405899999999,-122.7748861,2,1,"[2,1]"
"1838 EUREKA AVE, Port Coquitlam, BC, Canada",49.23720669999999,-122.767687,4,1,"[4,1]"
"1445 WESTERN DR, Port Coquitlam, BC, Canada",49.24075879999999,-122.7840693,1,2,"[1,2]"
"1457 KNAPPEN ST, Port Coquitlam, BC, Canada",49.241495,-122.771571,3,2,"[3,2]"
"2069 CLARE PL, Port Coquitlam, BC, Canada",49.24015199999999,-122.7754089,2,2,"[2,2]"
"1090 CASTLE CRES, Port Coquitlam, BC, Canada",49.232019,-122.777906,2,0,"[2,0]"
"2544 COLONIAL DR, Port Coquitlam, BC, Canada",49.236528,-122.783001,1,1,"[1,1]"
"1123 EARLS CRT, Port Coquitlam, BC, Canada",49.2353258,-122.7790188,2,1,"[2,1]"
"2683 FORTRESS DR, Port Coquitlam, BC, Canada",49.229099,-122.789172,0,0,"[0,0]"
"1121 COUTTS WAY, Port Coquitlam, BC, Canada",49.23395,-122.7898029,0,1,"[0,1]"
"1278 BENNECK WAY, Port Coquitlam, BC, Canada",49.23736599999999,-122.7863088,1,1,"[1,1]"
"2366 NOTTINGHAM PL, Port Coquitlam, BC, Canada",49.2365891,-122.7782499,2,1,"[2,1]"
"1472 EASTERN DR, Port Coquitlam, BC, Canada",49.2416524,-122.7773218,2,2,"[2,2]"
"1922 YUKON AVE, Port Coquitlam, BC, Canada",49.237948,-122.770343,3,1,"[3,1]"
"952 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.2313738,-122.7917036,0,0,"[0,0]"
"1456 DELIA DR, Port Coquitlam, BC, Canada",49.2418738,-122.7807929,2,2,"[2,2]"
"1452 CAROL PL, Port Coquitlam, BC, Canada",49.2412322,-122.7786893,2,2,"[2,2]"
"1436 CLAUDIA PL, Port Coquitlam, BC, Canada",49.2405736,-122.7804792,2,2,"[2,2]"
"1960 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.24019980000001,-122.7708043,3,2,"[3,2]"
"1995 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.2405993,-122.7716359,3,2,"[3,2]"
"987 CITADEL DR, Port Coquitlam, BC, Canada",49.2329626,-122.7806669,2,0,"[2,0]"
"1031 CITADEL DR, Port Coquitlam, BC, Canada",49.2336342,-122.7794636,2,1,"[2,1]"
"867 BAILEY CRT, Port Coquitlam, BC, Canada",49.2347786,-122.7847691,1,1,"[1,1]"
"2417 COLONIAL DR, Port Coquitlam, BC, Canada",49.23408,-122.7816792,1,1,"[1,1]"
"1239 KNIGHTS CRT, Port Coquitlam, BC, Canada",49.2365904,-122.7794974,2,1,"[2,1]"
"1027 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.2320602,-122.7745336,3,0,"[3,0]"
"1276 DEWAR WAY, Port Coquitlam, BC, Canada",49.2374097,-122.7851091,1,1,"[1,1]"
"2441 KENSINGTON CRES, Port Coquitlam, BC, Canada",49.235749,-122.7799391,2,1,"[2,1]"
"1251 DOUGLAS TERR, Port Coquitlam, BC, Canada",49.2365479,-122.781856,1,1,"[1,1]"
"1263 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.238103,-122.7836476,1,1,"[1,1]"
"1446 MCDONALD PL, Port Coquitlam, BC, Canada",49.24117529999999,-122.7712176,3,2,"[3,2]"
"2234 GARRISON CRT, Port Coquitlam, BC, Canada",49.2336173,-122.7772225,2,1,"[2,1]"
"2168 DRAWBRIDGE CLOSE, Port Coquitlam, BC, Canada",49.2310963,-122.7775605,2,0,"[2,0]"
"1210 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.2360232,-122.7847547,1,1,"[1,1]"
"2449 COLONIAL DR, Port Coquitlam, BC, Canada",49.23472,-122.78223,1,1,"[1,1]"
"1263 GATEWAY PL, Port Coquitlam, BC, Canada",49.2367706,-122.7761504,2,1,"[2,1]"
"1948 EUREKA AVE, Port Coquitlam, BC, Canada",49.236148,-122.770513,3,1,"[3,1]"
"2020 LEGGATT PL, Port Coquitlam, BC, Canada",49.23412829999999,-122.7719321,3,1,"[3,1]"
"2709 ANVIL GREEN, Port Coquitlam, BC, Canada",49.2309531,-122.7903811,0,0,"[0,0]"
"1152 COUTTS WAY, Port Coquitlam, BC, Canada",49.234793,-122.788172,0,1,"[0,1]"
"1439 STEWART PL, Port Coquitlam, BC, Canada",49.2411851,-122.7695177,3,2,"[3,2]"
"1252 BENNECK WAY, Port Coquitlam, BC, Canada",49.2367405,-122.7870906,0,1,"[0,1]"
"1232 KNIGHTS CRT, Port Coquitlam, BC, Canada",49.23648499999999,-122.778784,2,1,"[2,1]"
"1270 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2375866,-122.7719184,3,1,"[3,1]"
"1149 YARMOUTH ST, Port Coquitlam, BC, Canada",49.23446029999999,-122.773532,3,1,"[3,1]"
"1896 ARGUE ST, Port Coquitlam, BC, Canada",49.234623,-122.76802,4,1,"[4,1]"
"1920 JACANA AVE, Port Coquitlam, BC, Canada",49.23868400000001,-122.770336,3,1,"[3,1]"
"976 FORT FRASER RISE, Port Coquitlam, BC, Canada",49.231916,-122.7906966,0,0,"[0,0]"
"1107 CONFEDERATION DR, Port Coquitlam, BC, Canada",49.23197,-122.7859987,1,0,"[1,0]"
"839 PALADIN TERR, Port Coquitlam, BC, Canada",49.2305204,-122.7857641,1,0,"[1,0]"
"2355 COLONIAL DR, Port Coquitlam, BC, Canada",49.233815,-122.7804471,2,1,"[2,1]"
"2075 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.240582,-122.7736377,3,2,"[3,2]"
"1071 CITADEL DR, Port Coquitlam, BC, Canada",49.2342765,-122.7789763,2,1,"[2,1]"
"2111 NOVA SCOTIA AVE, Port Coquitlam, BC, Canada",49.2368817,-122.7723245,3,1,"[3,1]"
"1440 EASTERN DR, Port Coquitlam, BC, Canada",49.240755,-122.779252,2,2,"[2,2]"
"1449 DELIA DR, Port Coquitlam, BC, Canada",49.2414815,-122.7807957,2,2,"[2,2]"
"2030 ROUTLEY AVE, Port Coquitlam, BC, Canada",49.2402388,-122.7724903,3,2,"[3,2]"
"858 CITADEL DR, Port Coquitlam, BC, Canada",49.2311126,-122.7859902,1,0,"[1,0]"
"1139 HOMESTEADER CRT, Port Coquitlam, BC, Canada",49.2333618,-122.7874792,0,0,"[0,0]"
"2263 RAMPART PL, Port Coquitlam, BC, Canada",49.23335300000001,-122.777435,2,0,"[2,0]"
"1075 FRASERVIEW ST, Port Coquitlam, BC, Canada",49.233299,-122.7745299,3,0,"[3,0]"
"1215 FLETCHER WAY, Port Coquitlam, BC, Canada",49.2364323,-122.7897265,0,1,"[0,1]"
"1336 YARMOUTH ST, Port Coquitlam, BC, Canada",49.2377191,-122.7729279,3,1,"[3,1]"
"1291 RICARD PL, Port Coquitlam, BC, Canada",49.2358225,-122.7756343,2,1,"[2,1]"
"1120 FLETCHER WAY, Port Coquitlam, BC, Canada",49.234143,-122.789991,0,1,"[0,1]"
"1184 CASTLE CRES, Port Coquitlam, BC, Canada",49.2354309,-122.776742,2,1,"[2,1]"
