,lat,long
"1642 MCPHERSON DR, Port Coquitlam, BC, Canada",49.246166,-122.784069
"1756 SCARBOROUGH CRES, Port Coquitlam, BC, Canada",49.2485316,-122.7737081
"1639 MCCHESSNEY ST, Port Coquitlam, BC, Canada",49.246357,-122.786051
"2327 LOBB AVE, Port Coquitlam, BC, Canada",49.2535505,-122.7831254
"1843 WESTERN DR, Port Coquitlam, BC, Canada",49.2506748,-122.7792811
"1615 MCCHESSNEY ST, Port Coquitlam, BC, Canada",49.245622,-122.7860531
"1691 MCPHERSON DR, Port Coquitlam, BC, Canada",49.2476,-122.783596
"1617 WESTERN DR, Port Coquitlam, BC, Canada",49.2457785,-122.7814198
"1861 MARY HILL RD, Port Coquitlam, BC, Canada",49.2507337,-122.7807033
"2112 PENNY PL, Port Coquitlam, BC, Canada",49.252755,-122.7754682
"2117 ANITA DR, Port Coquitlam, BC, Canada",49.2454009,-122.7774199
"1705 SCARBOROUGH CRES, Port Coquitlam, BC, Canada",49.2473882,-122.7735435
"1806 WESTERN DR, Port Coquitlam, BC, Canada",49.249495,-122.7791682
"1755 WESTERN DR, Port Coquitlam, BC, Canada",49.2483638,-122.7802812
"1721 EASTERN DR, Port Coquitlam, BC, Canada",49.2476087,-122.7750764
"2058 MARY HILL RD, Port Coquitlam, BC, Canada",49.253671,-122.778258
"2270 STAFFORD AVE, Port Coquitlam, BC, Canada",49.251243,-122.781461
"2130 ANITA DR, Port Coquitlam, BC, Canada",49.2454235,-122.7784618
"1652 MCCHESSNEY ST, Port Coquitlam, BC, Canada",49.2469449,-122.7854351
"2323 STAFFORD AVE, Port Coquitlam, BC, Canada",49.2517657,-122.78316
"2245 MARSHALL AVE, Port Coquitlam, BC, Canada",49.2526449,-122.7805438
"2253 LOBB AVE, Port Coquitlam, BC, Canada",49.2535129,-122.7807393
"1651 SCARBOROUGH CRES, Port Coquitlam, BC, Canada",49.246295,-122.7746121
"1631 MCPHERSON DR, Port Coquitlam, BC, Canada",49.2461259,-122.784964
"1628 EASTERN DR, Port Coquitlam, BC, Canada",49.2461172,-122.7765614
"2039 LANGAN AVE, Port Coquitlam, BC, Canada",49.250324,-122.774069
"1827 WESTERN DR, Port Coquitlam, BC, Canada",49.250224,-122.7795312
"1663 MCPHERSON DR, Port Coquitlam, BC, Canada",49.246885,-122.7840255
"1794 MARY HILL RD, Port Coquitlam, BC, Canada",49.2495451,-122.7804017
"1890 WESTERN DR, Port Coquitlam, BC, Canada",49.251152,-122.77819
"1606 MCPHERSON DR, Port Coquitlam, BC, Canada",49.2453483,-122.7853734
"1588 SHAUGHNESSY ST, Port Coquitlam, BC, Canada",49.2454889,-122.7827314
"1686 MCCHESSNEY ST, Port Coquitlam, BC, Canada",49.2476107,-122.7854651
"1918 MARY HILL RD, Port Coquitlam, BC, Canada",49.251644,-122.77925
"2078 SHAUGHNESSY ST, Port Coquitlam, BC, Canada",49.2540471,-122.7823311
"1651 MCPHERSON DR, Port Coquitlam, BC, Canada",49.2465789,-122.784355
"1788 EASTERN DR, Port Coquitlam, BC, Canada",49.2491078,-122.7752371
"2279 MARSHALL AVE, Port Coquitlam, BC, Canada",49.252603,-122.7820739
"1656 SCARBOROUGH CRES, Port Coquitlam, BC, Canada",49.246945,-122.7744379
"1732 MARY HILL RD, Port Coquitlam, BC, Canada",49.2479532,-122.7812569
"2148 LAMPREY DR, Port Coquitlam, BC, Canada",49.2487085,-122.7782998
"2335 STAFFORD AVE, Port Coquitlam, BC, Canada",49.2517431,-122.7836537
"1780 MARY HILL RD, Port Coquitlam, BC, Canada",49.2490667,-122.7807915
"1735 OUGHTON DR, Port Coquitlam, BC, Canada",49.2482751,-122.778826
"2328 STAFFORD AVE, Port Coquitlam, BC, Canada",49.2512309,-122.783454
"2152 PITT RIVER RD, Port Coquitlam, BC, Canada",49.253637,-122.776584
"1854 WESTERN DR, Port Coquitlam, BC, Canada",49.25059599999999,-122.77853
"1934 WARWICK CRES, Port Coquitlam, BC, Canada",49.2514748,-122.7736456
"2261 LOBB AVE, Port Coquitlam, BC, Canada",49.2535135,-122.7811508
"1657 OUGHTON DR, Port Coquitlam, BC, Canada",49.2466395,-122.7770077
"2055 MARY HILL RD, Port Coquitlam, BC, Canada",49.25365190000001,-122.7790509
"2266 PITT RIVER RD, Port Coquitlam, BC, Canada",49.25440469999999,-122.7812777
"2155 YORK PL, Port Coquitlam, BC, Canada",49.247426,-122.7792109
"2157 PITT RIVER RD, Port Coquitlam, BC, Canada",49.254357,-122.776381
"1665 MARY HILL RD, Port Coquitlam, BC, Canada",49.2468111,-122.7824495
"2287 STAFFORD AVE, Port Coquitlam, BC, Canada",49.2517419,-122.7824058
"2208 PITT RIVER RD, Port Coquitlam, BC, Canada",49.25407089999999,-122.7790234
"1734 SCARBOROUGH CRES, Port Coquitlam, BC, Canada",49.2479768,-122.7739202
"2145 AUDREY DR, Port Coquitlam, BC, Canada",49.245586,-122.77936
"2275 LOBB AVE, Port Coquitlam, BC, Canada",49.2534858,-122.7817819
"2346 NACHT AVE, Port Coquitlam, BC, Canada",49.2476614,-122.7846474
"2129 ANITA DR, Port Coquitlam, BC, Canada",49.2457591,-122.7779642
"2359 MARSHALL AVE, Port Coquitlam, BC, Canada",49.2526486,-122.7842879
"2270 IRVINE AVE, Port Coquitlam, BC, Canada",49.25402769999999,-122.7814877
"2308 MARSHALL AVE, Port Coquitlam, BC, Canada",49.252132,-122.7830427
"2156 RINDALL AVE, Port Coquitlam, BC, Canada",49.2550061,-122.7768238
"1638 MCHUGH CLOSE, Port Coquitlam, BC, Canada",49.246637,-122.784741
"1668 MCHUGH CLOSE, Port Coquitlam, BC, Canada",49.247129,-122.7841919
"2117 LAMPREY DR, Port Coquitlam, BC, Canada",49.2484616,-122.7758755
"2040 LANGAN AVE, Port Coquitlam, BC, Canada",49.2499394,-122.7742949
"2127 PENNY PL, Port Coquitlam, BC, Canada",49.25315459999999,-122.7763001
"2089 PENNY PL, Port Coquitlam, BC, Canada",49.2531119,-122.7747646
"1681 MCCHESSNEY ST, Port Coquitlam, BC, Canada",49.247609,-122.7860459
"2347 MARSHALL AVE, Port Coquitlam, BC, Canada",49.252664,-122.783746
"2376 LOBB AVE, Port Coquitlam, BC, Canada",49.2531366,-122.7848531
"1730 OUGHTON DR, Port Coquitlam, BC, Canada",49.2478249,-122.7790575
"1925 MARY HILL RD, Port Coquitlam, BC, Canada",49.2518371,-122.7798813
"2260 NACHT AVE, Port Coquitlam, BC, Canada",49.2481023,-122.7818723
"1935 EASTERN DR, Port Coquitlam, BC, Canada",49.2514976,-122.7745012
"1620 WESTERN DR, Port Coquitlam, BC, Canada",49.2460685,-122.7804699
"1731 WESTERN DR, Port Coquitlam, BC, Canada",49.2478606,-122.7805449
"2190 PITT RIVER RD, Port Coquitlam, BC, Canada",49.253876,-122.778168
"1662 MCPHERSON DR, Port Coquitlam, BC, Canada",49.246724,-122.783372
"1793 AIRE CRES, Port Coquitlam, BC, Canada",49.249177,-122.778762
"1902 COLODIN CLOSE, Port Coquitlam, BC, Canada",49.2513711,-122.784961
"1616 MARY HILL RD, Port Coquitlam, BC, Canada",49.245855,-122.7821479
"1706 OUGHTON DR, Port Coquitlam, BC, Canada",49.2477266,-122.7774885
"2258 IRVINE AVE, Port Coquitlam, BC, Canada",49.2539413,-122.7810636
"1608 MCCHESSNEY ST, Port Coquitlam, BC, Canada",49.245677,-122.785462
"1786 WESTERN DR, Port Coquitlam, BC, Canada",49.2490059,-122.779634
"1707 OUGHTON DR, Port Coquitlam, BC, Canada",49.2475607,-122.776636
"1677 EASTERN DR, Port Coquitlam, BC, Canada",49.2470677,-122.7753846
"1889 HUMBER CRES, Port Coquitlam, BC, Canada",49.2503445,-122.7759151
"1624 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2456565,-122.7738805
"2322 NACHT AVE, Port Coquitlam, BC, Canada",49.247659,-122.7840989
"1623 WESTERN DR, Port Coquitlam, BC, Canada",49.2463229,-122.7811566
"1907 COLODIN CLOSE, Port Coquitlam, BC, Canada",49.25189700000001,-122.784767
"1939 PENNY PL, Port Coquitlam, BC, Canada",49.252317,-122.775902
"2065 SHAUGHNESSY ST, Port Coquitlam, BC, Canada",49.2538786,-122.7829294
"1612 EASTERN DR, Port Coquitlam, BC, Canada",49.2455975,-122.7766635
"1675 SCARBOROUGH CRES, Port Coquitlam, BC, Canada",49.2468084,-122.7741124
"1627 MCCHESSNEY ST, Port Coquitlam, BC, Canada",49.24599,-122.786052
"2140 ANITA DR, Port Coquitlam, BC, Canada",49.2458481,-122.7789367
"1911 COLODIN CLOSE, Port Coquitlam, BC, Canada",49.2520299,-122.7851179
"1867 WESTERN DR, Port Coquitlam, BC, Canada",49.25118330000001,-122.7788741
"2282 STAFFORD AVE, Port Coquitlam, BC, Canada",49.251243,-122.7820139
"1632 MCPHERSON DR, Port Coquitlam, BC, Canada",49.245906,-122.784423
"1843 EASTERN DR, Port Coquitlam, BC, Canada",49.2498693,-122.774515
"2131 TYNER ST, Port Coquitlam, BC, Canada",49.2544634,-122.7756675
"1779 WESTERN DR, Port Coquitlam, BC, Canada",49.2490327,-122.7800452
"2143 YORK PL, Port Coquitlam, BC, Canada",49.247494,-122.778255
"1830 EASTERN DR, Port Coquitlam, BC, Canada",49.2496764,-122.7751207
"1640 OUGHTON DR, Port Coquitlam, BC, Canada",49.2463412,-122.7777567
"2210 LOBB AVE, Port Coquitlam, BC, Canada",49.2530657,-122.7792223
"1971 MARY HILL RD, Port Coquitlam, BC, Canada",49.2525735,-122.7795161
"1952 EASTERN DR, Port Coquitlam, BC, Canada",49.2524243,-122.7751157
"2082 PENNY PL, Port Coquitlam, BC, Canada",49.2526447,-122.7747017
"1793 EASTERN DR, Port Coquitlam, BC, Canada",49.2491431,-122.7744833
"1607 MCCHESSNEY ST, Port Coquitlam, BC, Canada",49.24534999999999,-122.786054
"1721 OUGHTON DR, Port Coquitlam, BC, Canada",49.2481035,-122.7772783
"1936 MARY HILL RD, Port Coquitlam, BC, Canada",49.252058,-122.779002
"1878 MARY HILL RD, Port Coquitlam, BC, Canada",49.251102,-122.779588
"2118 MARY HILL RD, Port Coquitlam, BC, Canada",49.2543821,-122.778288
"1643 MCPHERSON DR, Port Coquitlam, BC, Canada",49.24639500000001,-122.784593
"1646 EASTERN DR, Port Coquitlam, BC, Canada",49.24672090000001,-122.7763348
"2338 STAFFORD AVE, Port Coquitlam, BC, Canada",49.251296,-122.7840841
"1672 MCCHESSNEY ST, Port Coquitlam, BC, Canada",49.247269,-122.7854339
"2237 LOBB AVE, Port Coquitlam, BC, Canada",49.2535317,-122.7799849
"1656 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2464151,-122.7736782
"1656 MCHUGH CLOSE, Port Coquitlam, BC, Canada",49.246911,-122.784398
"2151 ANITA DR, Port Coquitlam, BC, Canada",49.2465369,-122.7798336
"1775 HUMBER CRES, Port Coquitlam, BC, Canada",49.248844,-122.775862
"1695 OUGHTON DR, Port Coquitlam, BC, Canada",49.2472118,-122.7767403
"2138 YORK PL, Port Coquitlam, BC, Canada",49.2466922,-122.7787897
"1939 EASTERN DR, Port Coquitlam, BC, Canada",49.2517341,-122.7744916
"2186 RINDALL AVE, Port Coquitlam, BC, Canada",49.2549933,-122.7777596
"1756 MARY HILL RD, Port Coquitlam, BC, Canada",49.2485106,-122.7810001
"2135 ANITA DR, Port Coquitlam, BC, Canada",49.2461975,-122.778535
"2288 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2543859,-122.7820321
"1672 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2468759,-122.7733438
"2324 STAFFORD AVE, Port Coquitlam, BC, Canada",49.251301,-122.7832338
"2274 LOBB AVE, Port Coquitlam, BC, Canada",49.2530659,-122.781304
"1652 MCPHERSON DR, Port Coquitlam, BC, Canada",49.246441,-122.7837151
"2368 MARSHALL AVE, Port Coquitlam, BC, Canada",49.252148,-122.784739
"1828 WESTERN DR, Port Coquitlam, BC, Canada",49.2500849,-122.7788459
"2187 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2542052,-122.7777656
"1642 MARY HILL RD, Port Coquitlam, BC, Canada",49.24726,-122.781477
"2134 LAMPREY DR, Port Coquitlam, BC, Canada",49.248602,-122.7773823
"1608 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2452116,-122.7739805
"2060 SHAUGHNESSY ST, Port Coquitlam, BC, Canada",49.2536917,-122.7821602
"2320 MARSHALL AVE, Port Coquitlam, BC, Canada",49.252204,-122.7833193
"1622 MCHUGH CLOSE, Port Coquitlam, BC, Canada",49.246391,-122.785192
"1675 MCHUGH CLOSE, Port Coquitlam, BC, Canada",49.247421,-122.7845679
"2108 LAMPREY DR, Port Coquitlam, BC, Canada",49.2480534,-122.7760449
"2161 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2542147,-122.7766576
"1640 WESTERN DR, Port Coquitlam, BC, Canada",49.2471292,-122.7800598
"2140 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2537297,-122.7762216
"1952 WARWICK CRES, Port Coquitlam, BC, Canada",49.252081,-122.7739677
"1680 MCPHERSON DR, Port Coquitlam, BC, Canada",49.247256,-122.783034
"2364 LOBB AVE, Port Coquitlam, BC, Canada",49.253055,-122.784264
"2175 PITT RIVER RD, Port Coquitlam, BC, Canada",49.25434509999999,-122.7773943
"1731 SCARBOROUGH CRES, Port Coquitlam, BC, Canada",49.2479469,-122.7732697
"1991 SHAUGHNESSY ST, Port Coquitlam, BC, Canada",49.25314969999999,-122.7829929
"2191 WESTERN DR, Port Coquitlam, BC, Canada",49.2530782,-122.7780702
"1982 MARY HILL RD, Port Coquitlam, BC, Canada",49.2530006,-122.7785921
"2275 STAFFORD AVE, Port Coquitlam, BC, Canada",49.2517081,-122.7818165
"2280 MARSHALL AVE, Port Coquitlam, BC, Canada",49.2521715,-122.7820305
"1923 EASTERN DR, Port Coquitlam, BC, Canada",49.2509937,-122.7744702
"1766 WESTERN DR, Port Coquitlam, BC, Canada",49.2485807,-122.7795355
"1718 OUGHTON DR, Port Coquitlam, BC, Canada",49.2479559,-122.7783882
"2283 MARSHALL AVE, Port Coquitlam, BC, Canada",49.25262619999999,-122.7821815
"2253 STAFFORD AVE, Port Coquitlam, BC, Canada",49.251772,-122.780846
"1669 MCCHESSNEY ST, Port Coquitlam, BC, Canada",49.247242,-122.786047
"2380 LOBB AVE, Port Coquitlam, BC, Canada",49.2530657,-122.7850648
"2371 MARSHALL AVE, Port Coquitlam, BC, Canada",49.2527626,-122.7849037
"1805 MARY HILL RD, Port Coquitlam, BC, Canada",49.2497705,-122.7810849
"2115 PENNY PL, Port Coquitlam, BC, Canada",49.253146,-122.77549
"1610 STELLA PL, Port Coquitlam, BC, Canada",49.245298,-122.7752741
"1732 WARWICK AVE, Port Coquitlam, BC, Canada",49.25086599999999,-122.7644371
"1745 LANGAN AVE, Port Coquitlam, BC, Canada",49.2504127,-122.7643198
"1682 MAGELLAN ST, Port Coquitlam, BC, Canada",49.2467755,-122.7708769
"1863 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2504706,-122.7719862
"1929 HOMFELD PL, Port Coquitlam, BC, Canada",49.251756,-122.768295
"1928 LEACOCK ST, Port Coquitlam, BC, Canada",49.2513,-122.7711109
"1759 MORGAN AVE, Port Coquitlam, BC, Canada",49.2494072,-122.7651135
"1968 TAYLOR ST, Port Coquitlam, BC, Canada",49.25285,-122.769548
"1968 CAMERON AVE, Port Coquitlam, BC, Canada",49.2479502,-122.7710822
"2019 LANGAN AVE, Port Coquitlam, BC, Canada",49.2503077,-122.7734794
"1925 MERCER AVE, Port Coquitlam, BC, Canada",49.2456119,-122.7700119
"1739 MORGAN AVE, Port Coquitlam, BC, Canada",49.2494683,-122.7639472
"1767 ANDERSON WAY, Port Coquitlam, BC, Canada",49.25200479999999,-122.7653017
"1828 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2495522,-122.772311
"1955 LANGAN AVE, Port Coquitlam, BC, Canada",49.250473,-122.7706961
"1960 MCLEAN AVE, Port Coquitlam, BC, Canada",49.2531196,-122.7715794
"1741 PEKRUL PL, Port Coquitlam, BC, Canada",49.2487357,-122.7641619
"1780 MORGAN AVE, Port Coquitlam, BC, Canada",49.2489937,-122.7656925
"1963 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2526741,-122.7726922
"1932 MORGAN AVE, Port Coquitlam, BC, Canada",49.248932,-122.7699459
"1967 TAYLOR ST, Port Coquitlam, BC, Canada",49.25313,-122.768725
"1926 TAYLOR ST, Port Coquitlam, BC, Canada",49.25154449999999,-122.7695307
"1556 KNAPPEN ST, Port Coquitlam, BC, Canada",49.2434921,-122.772287
"1748 LANGAN AVE, Port Coquitlam, BC, Canada",49.249833,-122.764343
"1945 PITT RIVER RD, Port Coquitlam, BC, Canada",49.251865,-122.772208
"1810 TAYLOR ST, Port Coquitlam, BC, Canada",49.2504739,-122.769591
"1711 WARWICK AVE, Port Coquitlam, BC, Canada",49.2513195,-122.7642539
"1780 WARWICK AVE, Port Coquitlam, BC, Canada",49.2509228,-122.765918
"1610 KNAPPEN ST, Port Coquitlam, BC, Canada",49.24525999999999,-122.7721939
"1829 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2495847,-122.7716523
"1982 WARWICK AVE, Port Coquitlam, BC, Canada",49.251,-122.7719372
"1683 TAYLOR ST, Port Coquitlam, BC, Canada",49.2467126,-122.7688482
"1922 HOMFELD PL, Port Coquitlam, BC, Canada",49.2516382,-122.7677057
"1817 HOMFELD PL, Port Coquitlam, BC, Canada",49.2509607,-122.7683035
"1592 KNAPPEN ST, Port Coquitlam, BC, Canada",49.2442034,-122.7722786
"1760 PEKRUL PL, Port Coquitlam, BC, Canada",49.24834389999999,-122.7649755
"1948 CAMPBELL AVE, Port Coquitlam, BC, Canada",49.24231,-122.770402
"1771 PEKRUL PL, Port Coquitlam, BC, Canada",49.24869899999999,-122.7652701
"1647 TAYLOR ST, Port Coquitlam, BC, Canada",49.24587229999999,-122.7688444
"1985 WARWICK AVE, Port Coquitlam, BC, Canada",49.2513914,-122.7714994
"1956 BROWN ST, Port Coquitlam, BC, Canada",49.252038,-122.766402
"1958 MERCER AVE, Port Coquitlam, BC, Canada",49.2453178,-122.7710039
"1926 VALENS ST, Port Coquitlam, BC, Canada",49.2513657,-122.7636912
"1675 PITT RIVER RD, Port Coquitlam, BC, Canada",49.246771,-122.7726739
"1926 TYLER AVE, Port Coquitlam, BC, Canada",49.25197199999999,-122.771656
"1623 TAYLOR ST, Port Coquitlam, BC, Canada",49.245161,-122.768853
"1766 ANDERSON WAY, Port Coquitlam, BC, Canada",49.2516002,-122.7653202
"1931 BROWN ST, Port Coquitlam, BC, Canada",49.25170199999999,-122.7670881
"1925 TYLER AVE, Port Coquitlam, BC, Canada",49.25246300000001,-122.771265
"1765 BROADWAY ST, Port Coquitlam, BC, Canada",49.24873789999999,-122.7627631
"1620 KNAPPEN ST, Port Coquitlam, BC, Canada",49.24562599999999,-122.7722616
"1661 MAGELLAN ST, Port Coquitlam, BC, Canada",49.2462883,-122.7703204
"1842 LANGAN AVE, Port Coquitlam, BC, Canada",49.249878,-122.768004
"1754 WARWICK AVE, Port Coquitlam, BC, Canada",49.2509101,-122.7651227
"1698 CONNAUGHT DR, Port Coquitlam, BC, Canada",49.2471872,-122.7686094
"1791 LANGAN AVE, Port Coquitlam, BC, Canada",49.2504231,-122.7665137
"1933 CONNAUGHT AVE, Port Coquitlam, BC, Canada",49.247603,-122.769381
"1807 BROWN ST, Port Coquitlam, BC, Canada",49.250628,-122.767137
"1544 KNAPPEN ST, Port Coquitlam, BC, Canada",49.2432654,-122.7723034
"1650 KNAPPEN ST, Port Coquitlam, BC, Canada",49.2460305,-122.772243
"1856 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2502651,-122.7724778
"1884 CAMPBELL AVE, Port Coquitlam, BC, Canada",49.2423258,-122.7691338
"1642 MAGELLAN ST, Port Coquitlam, BC, Canada",49.2458688,-122.7709423
"1710 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2473894,-122.772844
"1901 TYLER AVE, Port Coquitlam, BC, Canada",49.252413,-122.7700289
"2021 POOLEY AVE, Port Coquitlam, BC, Canada",49.244819,-122.772465
"1968 WARWICK AVE, Port Coquitlam, BC, Canada",49.2510678,-122.7711757
"1908 TYLER AVE, Port Coquitlam, BC, Canada",49.252,-122.770302
"1938 TAYLOR ST, Port Coquitlam, BC, Canada",49.2518025,-122.7695552
"1967 CONNAUGHT AVE, Port Coquitlam, BC, Canada",49.2475946,-122.7710864
"2016 LANGAN AVE, Port Coquitlam, BC, Canada",49.2499167,-122.7732528
"1897 CAMPBELL AVE, Port Coquitlam, BC, Canada",49.2427404,-122.7693619
"1751 SCARBOROUGH CRES, Port Coquitlam, BC, Canada",49.24835119999999,-122.7731617
"1788 MORGAN AVE, Port Coquitlam, BC, Canada",49.24899560000001,-122.7662326
"1662 CONNAUGHT DR, Port Coquitlam, BC, Canada",49.24620150000001,-122.7679493
"1615 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2452479,-122.7731711
"1973 MORGAN AVE, Port Coquitlam, BC, Canada",49.249477,-122.771147
"1842 BROWN ST, Port Coquitlam, BC, Canada",49.2494224,-122.7664572
"1764 LANGAN AVE, Port Coquitlam, BC, Canada",49.2498724,-122.765349
"1740 LANGAN AVE, Port Coquitlam, BC, Canada",49.2498671,-122.7637348
"1969 CAMPBELL AVE, Port Coquitlam, BC, Canada",49.24273059999999,-122.7710621
"1885 MORGAN AVE, Port Coquitlam, BC, Canada",49.2494428,-122.7688978
"1782 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2490362,-122.7722621
"1748 PEKRUL PL, Port Coquitlam, BC, Canada",49.2483413,-122.7644271
"1738 LANGAN AVE, Port Coquitlam, BC, Canada",49.2498456,-122.7636503
"1976 MCLEAN AVE, Port Coquitlam, BC, Canada",49.2530319,-122.7724906
"1950 MCLEAN AVE, Port Coquitlam, BC, Canada",49.2531314,-122.7712752
"1960 WADDELL AVE, Port Coquitlam, BC, Canada",49.246381,-122.771142
"1771 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2487881,-122.7715975
"1841 PITT RIVER RD, Port Coquitlam, BC, Canada",49.249837,-122.771665
"1973 LANGAN AVE, Port Coquitlam, BC, Canada",49.2504639,-122.771395
"1945 POOLEY AVE, Port Coquitlam, BC, Canada",49.24487999999999,-122.770395
"1776 LANGAN AVE, Port Coquitlam, BC, Canada",49.2498382,-122.7659859
"2048 POOLEY AVE, Port Coquitlam, BC, Canada",49.244332,-122.7727289
"1861 MERCER PL, Port Coquitlam, BC, Canada",49.2456218,-122.7685185
"1759 PEKRUL PL, Port Coquitlam, BC, Canada",49.248696,-122.7648431
"1772 PEKRUL PL, Port Coquitlam, BC, Canada",49.2483151,-122.7654832
"1831 MORGAN AVE, Port Coquitlam, BC, Canada",49.24942009999999,-122.7678559
"1643 MAGELLAN ST, Port Coquitlam, BC, Canada",49.24586619999999,-122.770394
"1941 LANGAN AVE, Port Coquitlam, BC, Canada",49.250473,-122.770282
"1966 MCLEAN AVE, Port Coquitlam, BC, Canada",49.25297399999999,-122.7719261
"1851 MORGAN AVE, Port Coquitlam, BC, Canada",49.2494403,-122.7683493
"1944 VALENS ST, Port Coquitlam, BC, Canada",49.251756,-122.763587
"1732 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2477037,-122.7725523
"1952 CAMERON AVE, Port Coquitlam, BC, Canada",49.2479965,-122.7705194
"1729 WARWICK AVE, Port Coquitlam, BC, Canada",49.2512871,-122.7649126
"1820 LANGAN AVE, Port Coquitlam, BC, Canada",49.2499586,-122.7669992
"1714 WARWICK AVE, Port Coquitlam, BC, Canada",49.250846,-122.7637934
"1944 MORGAN AVE, Port Coquitlam, BC, Canada",49.2489558,-122.7702886
"1953 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2522825,-122.7723608
"1723 CAMERON AVE, Port Coquitlam, BC, Canada",49.2483549,-122.76301
"1897 TYLER AVE, Port Coquitlam, BC, Canada",49.252395,-122.7697812
"1933 TYLER AVE, Port Coquitlam, BC, Canada",49.2525067,-122.7717958
"1782 BROWN ST, Port Coquitlam, BC, Canada",49.248594,-122.766361
"1939 ANDERSON WAY, Port Coquitlam, BC, Canada",49.251724,-122.7660271
"1920 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2511754,-122.7725989
"1860 LANGAN AVE, Port Coquitlam, BC, Canada",49.2499109,-122.7684362
"1924 CAMPBELL AVE, Port Coquitlam, BC, Canada",49.2423109,-122.7697373
"1613 KNAPPEN ST, Port Coquitlam, BC, Canada",49.2455278,-122.7715243
"1940 CONNAUGHT AVE, Port Coquitlam, BC, Canada",49.2471887,-122.7698572
"1950 TAYLOR ST, Port Coquitlam, BC, Canada",49.25207959999999,-122.7694435
"1633 PITT RIVER RD, Port Coquitlam, BC, Canada",49.24571299999999,-122.772992
"1607 KNAPPEN ST, Port Coquitlam, BC, Canada",49.2452007,-122.7716214
"1913 TYLER AVE, Port Coquitlam, BC, Canada",49.2523901,-122.7706315
"1863 POOLEY AVE, Port Coquitlam, BC, Canada",49.24487920000001,-122.7684862
"1849 MERCER PL, Port Coquitlam, BC, Canada",49.2453888,-122.7681372
"1748 ANDERSON WAY, Port Coquitlam, BC, Canada",49.2515525,-122.7646351
"1951 CONNAUGHT AVE, Port Coquitlam, BC, Canada",49.2475995,-122.7702362
"1526 KNAPPEN ST, Port Coquitlam, BC, Canada",49.2428296,-122.7722812
"1668 KNAPPEN ST, Port Coquitlam, BC, Canada",49.246435,-122.7722246
"1834 PITT RIVER RD, Port Coquitlam, BC, Canada",49.24977500000001,-122.7724031
"1849 WARWICK AVE, Port Coquitlam, BC, Canada",49.2513112,-122.7672024
"1735 LANGAN AVE, Port Coquitlam, BC, Canada",49.250466,-122.7635189
"1828 LANGAN AVE, Port Coquitlam, BC, Canada",49.2499261,-122.7676577
"1648 MAGELLAN ST, Port Coquitlam, BC, Canada",49.246008,-122.770989
"1972 LANGAN AVE, Port Coquitlam, BC, Canada",49.2499028,-122.7712097
"1855 CAMPBELL AVE, Port Coquitlam, BC, Canada",49.2427404,-122.7688593
"1487 MORRISON ST, Port Coquitlam, BC, Canada",49.2426901,-122.7681284
"1762 PITT RIVER RD, Port Coquitlam, BC, Canada",49.248569,-122.7721992
"1831 LANGAN AVE, Port Coquitlam, BC, Canada",49.250428,-122.76754
"1993 CAMPBELL AVE, Port Coquitlam, BC, Canada",49.242717,-122.771664
"1657 PITT RIVER RD, Port Coquitlam, BC, Canada",49.246267,-122.772904
"1715 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2475219,-122.771502
"1680 CONNAUGHT DR, Port Coquitlam, BC, Canada",49.2465986,-122.7682325
"1945 CAMERON AVE, Port Coquitlam, BC, Canada",49.2483944,-122.7702781
"1658 TAYLOR ST, Port Coquitlam, BC, Canada",49.2463245,-122.769511
"1938 MCLEAN AVE, Port Coquitlam, BC, Canada",49.25314849999999,-122.7708344
"NO ADDRESS, Port Coquitlam, BC, Canada",49.2628382,-122.7810708
"1644 CONNAUGHT DR, Port Coquitlam, BC, Canada",49.2456893,-122.7677498
"1815 TAYLOR ST, Port Coquitlam, BC, Canada",49.250804,-122.76874
"1980 WARWICK AVE, Port Coquitlam, BC, Canada",49.2508856,-122.7714963
"1735 MORGAN AVE, Port Coquitlam, BC, Canada",49.2493456,-122.7636477
"1759 PITT RIVER RD, Port Coquitlam, BC, Canada",49.2484759,-122.7715121
"1857 LANGAN AVE, Port Coquitlam, BC, Canada",49.250432,-122.7686141
